selfie, 0.00384615384615, 220
service, 0.0324324324324, 133
share, 0.0315270935961, 136
shot, 0.0553012048193, 80
station, 0.0243243243243, 152
suit, 0.364516129032, 11
superstar, 0.0759259259259, 58
team, 0.0756874095514, 59
teaser, 0.0642857142857, 68
theatre, 0.0461538461538, 108
trailer, 0.0186885245902, 171
video, 0.0303672316384, 140
voice, 0.0365107913669, 122
wicket, 0.0780323450135, 57
room, 0.115714285714, 38
teacher, 0.0489130434783, 103
money, 0.0121951219512, 194
house, 0.0519230769231, 89
day, 0.0293981481481, 143
scene, 0.120754716981, 35
interview, 0.0434482758621, 112
book, 0.0666666666667, 64
class, 0.043083573487, 113
word, 0.0375, 121
gift, 0.0603225806452, 72
decision, 0.00683760683761, 213
god, 0.0527542372881, 84
blood, 0.0171755725191, 178
group, 0.0326086956522, 131
date, 0.0496, 97
need, 0.00593093093093, 214
hero, 0.147660818713, 28
number, 0.0502232142857, 94
life, 0.0340845070423, 126
wife, 0.0489795918367, 102
traffic, 0.118421052632, 37
power, 0.0225623582766, 161
song, 0.128036175711, 31
music, 0.0535353535354, 83
uncle, 0.875, 6
office, 0.0957142857143, 45
request, 0.0813253012048, 52
time, 0.0805067218201, 53
aunty, 0.675, 9
girlfriend, 0.125, 33
city, 0.0524509803922, 86
weekend, 0.00414364640884, 218
baby, 0.03125, 138
style, 0.0590277777778, 75
chief, 0.00285714285714, 225
favourite, 0.0363636363636, 123
friend, 0.011038961039, 201
mom, 0.0797101449275, 55
story, 0.0147909967846, 184
post, 0.0526455026455, 85
youth, 0.0287837837838, 145
link, 0.0457264957265, 109
work, 0.00359550561798, 221
home, 0.0111386138614, 200
nation, 0.00705329153605, 212
suicide, 0.0901960784314, 49
welfare, 0.0, 227
person, 0.00309090909091, 224
birth, 0.051724137931, 90
birthday, 0.0510989010989, 92
entry, 0.0790322580645, 56
game, 0.0178288431062, 175
picture, 0.0875, 50
plan, 0.0303571428571, 141
water, 0.0254966887417, 150
view, 0.01, 205
message, 0.0238636363636, 154
ground, 0.033389261745, 128
place, 0.0110294117647, 202
mother, 0.0140186915888, 186
green, 0.0286764705882, 147
health, 0.0238095238095, 155
volunteer, 0.0166666666667, 180
half, 0.0288778877888, 144
history, 0.0113671274962, 198
development, 0.0197580645161, 167
state, 0.0287735849057, 146
corruption, 0.0522222222222, 87
side, 0.0327348066298, 129
student, 0.0645251396648, 67
parents, 0.0394736842105, 120
army, 0.161818181818, 24
price, 0.048125, 105
scam, 0.176470588235, 21
exam, 0.204918032787, 18
father, 0.044, 111
anniversary, 0.0227272727273, 160
tribute, 0.0182926829268, 173
sunday, 0.0621118012422, 71
family, 0.0491935483871, 101
main, 3.52361111111, 3
age, 0.11875, 36
brother, 0.00131578947368, 226
terrorist, 0.0214285714286, 165
reaction, 0.0474747474747, 106
box, 0.0510869565217, 93
wedding, 0.0234375, 158
death, 0.0154605263158, 181
prime, 0.0326086956522, 130
parliament, 0.0402255639098, 118
heart, 0.0188854489164, 170
world, 0.0117041198502, 196
status, 0.05625, 79
century, 0.0520025031289, 88
mind, 0.0413173652695, 116
success, 0.00765306122449, 211
year, 0.00959752321981, 208
victory, 0.0104857819905, 203
end, 0.0117161716172, 195
lot, 0.00478723404255, 215
event, 0.0204081632653, 166
matter, 0.00330739299611, 223
temple, 0.19, 20
problem, 0.056936416185, 77
captain, 0.0649425287356, 66
muslims, 0.0, 229
experience, 0.0133522727273, 189
night, 0.0514534883721, 91
news, 0.075641025641, 60
use, 0.154785478548, 26
food, 0.0111888111888, 199
people, 0.0125597269625, 193
election, 0.11099137931, 41
government, 0.0101265822785, 204
issue, 0.0303797468354, 139
lord, 0.0472222222222, 107
country, 0.0126016260163, 192
minister, 0.0153846153846, 182
respect, 0.0350877192982, 125
boss, 0.1675, 23
protest, 0.0295180722892, 142
review, 0.0285714285714, 148
answer, 0.0190340909091, 168
evening, 0.0416216216216, 115
lyrics, 0.0, 228
wrong, 0.00827423167849, 210
bomb, 1.22857142857, 5
morning, 0.0685185185185, 63
question, 0.00414847161572, 217
border, 0.676, 8
law, 0.00977011494253, 206
politics, 0.0322349570201, 134
president, 0.0416666666667, 114
opposition, 0.0496124031008, 96
moment, 0.0138625592417, 187
woman, 0.0170454545455, 179
reason, 0.0223360655738, 162
body, 0.0130136986301, 191
job, 0.0223342939481, 163
